Temperature [_ C],Humidity [%],Soil moisture,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,pH,Health_Label
28.83,92.88,650.17,60,86,66,2.84,Non-Healthy
25.95,78.9,157.55,86,109,63,4.27,Non-Healthy
31.76,66.12,171.83,106,71,122,4.72,Non-Healthy
31.75,85.22,467.61,107,74,107,2.44,Non-Healthy
31.9,63.62,415.68,106,104,128,2.41,Non-Healthy
19.66,87.01,509.47,113,52,122,6.23,Healthy
31.14,76.01,145.2,64,84,65,3.25,Non-Healthy
21.42,64.64,270.94,90,54,71,5.39,Healthy
24.41,61.3,527.82,72,69,96,6.18,Healthy
28.6,94.77,319.75,70,94,81,4.85,Non-Healthy
20.85,69.6,296.7,60,69,52,4.35,Healthy
25.93,93.33,595.47,105,41,90,6.29,Healthy
20.6,77.56,581.72,79,67,71,4.85,Healthy
19.47,77.61,552.09,109,83,72,4.48,Healthy
19.63,63.19,484.02,116,69,87,4.54,Healthy
23.01,93.27,673.55,60,52,48,5.86,Healthy
18.07,85.65,132.21,113,73,47,5.33,Non-Healthy
23.95,78.16,208.53,92,103,66,6.67,Healthy
27.3,64.21,386.74,79,89,118,2.16,Healthy
23.62,66.15,282.8,98,52,134,4.29,Healthy
19.2,75.13,290.15,113,46,80,6.4,Healthy
18.88,72.68,688.57,99,70,86,5.03,Non-Healthy
21.89,79.53,145.65,83,109,50,6.4,Healthy
20.37,62.67,135.02,106,69,115,2.45,Non-Healthy
31.51,61.41,662.38,118,66,112,3.42,Non-Healthy
20.12,77.89,212.85,76,100,87,6.14,Healthy
29.28,61.0,144.93,112,69,57,5.94,Non-Healthy
26.21,62.08,385.96,110,58,73,4.93,Healthy
25.97,73.17,631.5,108,60,75,3.94,Healthy
25.17,62.16,297.52,86,72,72,4.69,Healthy
31.6,73.49,660.71,68,103,89,5.16,Non-Healthy
23.09,68.46,621.86,88,64,50,3.16,Non-Healthy
29.03,66.57,282.64,82,43,118,5.66,Healthy
25.77,74.16,372.55,99,45,44,3.29,Healthy
23.54,64.2,655.77,94,53,104,6.88,Healthy
31.38,72.24,191.51,114,109,77,5.44,Non-Healthy
26.38,75.22,155.9,75,57,74,3.77,Healthy
19.66,89.05,229.46,67,88,93,4.39,Non-Healthy
23.85,92.65,250.86,61,44,124,2.19,Healthy
28.94,70.79,224.05,88,57,109,4.22,Healthy
27.71,70.24,138.39,118,73,55,4.72,Non-Healthy
30.83,79.83,536.24,62,64,53,5.58,Healthy
21.63,64.81,213.93,68,77,110,5.69,Healthy
28.61,72.24,384.13,117,71,86,4.7,Healthy
24.44,61.86,189.83,107,92,107,4.22,Non-Healthy
26.03,73.27,332.0,87,58,84,5.58,Healthy
31.37,64.0,350.53,79,68,91,6.16,Healthy
31.71,79.66,649.53,96,41,53,5.91,Healthy
30.06,82.46,529.08,78,70,53,6.63,Healthy
23.03,94.55,645.56,98,92,47,2.28,Non-Healthy
30.43,66.83,403.68,95,103,130,2.48,Healthy
26.94,67.25,218.22,107,77,90,6.52,Healthy
24.02,93.16,357.59,108,78,136,5.93,Healthy
18.5,90.26,464.33,102,70,66,2.13,Non-Healthy
28.78,81.56,433.92,116,82,116,3.6,Healthy
25.03,89.45,639.86,67,50,87,3.91,Non-Healthy
29.01,67.34,463.58,114,86,101,3.92,Non-Healthy
28.47,90.59,268.85,108,93,63,3.37,Non-Healthy
29.11,90.36,672.5,105,56,42,6.69,Non-Healthy
22.21,68.68,220.88,108,98,91,5.55,Healthy
29.21,77.79,396.33,96,60,123,5.2,Healthy
25.68,92.54,634.84,114,86,123,5.81,Non-Healthy
24.63,83.77,531.75,91,52,131,5.78,Healthy
27.45,83.12,430.52,64,44,49,3.85,Healthy
18.3,79.59,518.94,65,57,76,3.24,Healthy
19.43,69.41,373.92,67,59,122,4.61,Healthy
22.09,94.24,350.15,83,86,72,5.61,Healthy
31.76,75.66,484.15,112,59,57,4.21,Healthy
19.96,70.9,547.46,88,49,45,6.71,Healthy
22.63,85.5,663.73,117,48,70,5.47,Non-Healthy
18.71,81.27,605.2,62,60,70,4.52,Healthy
22.64,71.98,677.2,64,86,93,2.24,Non-Healthy
22.48,70.63,187.21,64,46,41,4.85,Healthy
31.26,67.51,693.89,86,71,100,6.1,Non-Healthy
29.83,62.75,236.18,73,97,113,4.34,Non-Healthy
23.36,81.9,166.92,86,59,138,5.88,Healthy
18.35,77.7,500.95,104,60,52,5.35,Healthy
29.63,68.22,510.62,61,100,97,4.06,Non-Healthy
27.25,61.93,684.82,82,53,94,6.08,Healthy
20.13,60.66,567.19,114,88,112,4.94,Healthy
31.94,85.85,347.74,118,107,78,5.22,Non-Healthy
19.4,66.59,468.06,106,46,95,5.69,Healthy
30.14,69.33,473.48,68,51,102,6.07,Healthy
22.12,60.49,563.94,65,87,130,5.91,Healthy
24.09,65.27,457.04,64,55,100,2.61,Healthy
29.14,90.61,344.14,72,77,51,3.35,Non-Healthy
27.49,68.47,515.25,78,90,89,3.12,Non-Healthy
31.13,93.39,259.26,106,68,108,2.92,Non-Healthy
26.7,65.75,322.74,93,73,45,3.31,Healthy
19.37,68.86,161.55,62,85,85,4.79,Non-Healthy
30.38,90.37,593.41,89,109,73,4.75,Non-Healthy
28.77,74.93,161.18,107,106,128,3.99,Non-Healthy
27.97,69.37,293.3,85,103,116,6.54,Healthy
18.75,84.25,656.87,94,72,133,2.31,Non-Healthy
23.55,61.79,444.46,118,63,104,2.61,Healthy
20.34,91.17,246.37,81,54,131,4.7,Non-Healthy
29.51,89.45,695.87,68,109,109,5.46,Non-Healthy
27.81,63.0,630.82,77,91,85,3.17,Non-Healthy
30.36,87.95,159.54,86,79,122,4.48,Non-Healthy
31.53,93.64,253.57,116,49,90,5.71,Healthy
28.85,77.22,492.51,96,74,74,5.86,Healthy
31.92,79.89,235.31,103,91,103,4.96,Non-Healthy
26.61,83.79,431.56,89,103,57,3.95,Healthy
18.52,69.34,216.2,71,97,53,3.87,Non-Healthy
18.2,82.74,510.17,92,67,125,6.84,Healthy
22.79,76.62,428.12,83,97,114,3.08,Healthy
29.53,74.19,682.27,79,77,107,2.84,Non-Healthy
30.13,91.6,197.61,60,87,57,3.38,Non-Healthy
31.45,87.93,427.82,81,102,90,5.76,Non-Healthy
18.91,92.71,300.8,88,84,139,6.65,Healthy
18.62,89.28,475.36,93,59,116,2.67,Healthy
30.79,61.46,237.89,114,44,88,3.74,Non-Healthy
22.27,81.23,656.73,103,48,106,5.8,Healthy
25.81,84.42,373.99,78,88,57,5.36,Healthy
31.75,83.27,370.43,60,87,68,4.82,Non-Healthy
23.61,69.52,576.07,98,80,56,6.34,Healthy
27.32,74.9,646.36,78,50,44,2.94,Healthy
23.61,61.37,406.5,110,74,72,2.42,Healthy
28.75,63.29,567.35,86,98,89,6.28,Healthy
25.39,79.62,203.49,73,94,121,5.62,Healthy
21.33,80.38,266.4,111,85,111,5.6,Healthy
21.8,67.04,521.93,63,52,58,4.62,Healthy
21.61,75.69,657.51,61,102,96,6.17,Healthy
25.45,76.52,187.98,99,42,110,3.29,Healthy
27.84,60.4,197.94,83,70,106,2.64,Non-Healthy
31.29,64.99,685.63,104,87,96,5.5,Non-Healthy
27.72,81.85,172.92,91,54,122,3.04,Healthy
28.94,94.75,144.88,67,44,96,5.29,Non-Healthy
20.36,82.76,428.42,90,69,56,2.74,Healthy
23.24,64.21,250.16,114,91,63,6.27,Healthy
23.79,88.75,292.62,88,56,65,2.36,Healthy
27.61,75.1,478.38,114,45,94,4.7,Healthy
22.14,62.93,323.72,108,101,84,5.54,Healthy
22.25,80.99,697.48,68,69,127,5.98,Healthy
22.98,67.98,252.37,86,49,123,5.21,Healthy
29.34,74.59,621.86,65,44,84,4.47,Non-Healthy
26.09,71.14,627.63,65,54,71,3.1,Healthy
19.05,82.5,373.8,113,72,134,6.22,Healthy
19.1,75.09,698.46,95,64,105,5.74,Healthy
23.2,63.64,284.02,86,75,137,2.85,Healthy
28.73,67.55,172.82,111,88,64,6.8,Healthy
27.64,77.52,448.97,112,56,126,2.59,Healthy
27.91,87.62,124.33,97,51,73,5.43,Non-Healthy
28.74,60.34,395.01,76,92,123,6.04,Healthy
22.02,81.43,605.35,117,94,70,5.84,Healthy
25.68,64.06,363.43,113,96,130,3.92,Healthy
25.61,81.14,238.32,95,62,74,5.68,Healthy
28.35,89.29,268.28,100,80,124,4.31,Non-Healthy
31.4,68.0,650.01,72,56,121,5.08,Healthy
21.89,77.34,504.08,88,52,56,3.18,Healthy
29.11,87.09,213.56,65,79,87,5.23,Non-Healthy
27.24,66.15,388.65,62,62,98,3.35,Healthy
26.12,65.34,476.46,110,103,131,2.73,Healthy
28.85,91.68,412.98,80,107,129,3.85,Non-Healthy
31.22,84.31,575.35,116,92,74,5.44,Non-Healthy
18.51,85.78,123.65,74,57,139,2.38,Non-Healthy
20.06,89.54,283.02,77,62,46,4.71,Non-Healthy
28.59,78.88,453.26,86,86,70,6.14,Healthy
19.17,77.09,432.56,112,71,96,6.01,Healthy
25.23,79.47,180.37,64,89,121,6.26,Healthy
21.08,85.1,221.63,106,69,117,2.46,Non-Healthy
21.84,73.68,556.72,68,49,88,3.19,Healthy
27.83,63.33,430.18,68,92,92,6.42,Healthy
18.42,64.75,491.18,79,41,42,6.56,Healthy
30.23,94.09,593.72,75,61,66,3.4,Non-Healthy
24.22,61.81,458.62,79,73,95,4.65,Healthy
25.03,84.91,302.09,110,51,64,2.24,Healthy
25.56,93.03,423.49,114,109,68,6.8,Healthy
27.04,64.52,195.63,78,82,112,2.6,Non-Healthy
22.83,85.28,277.8,85,91,116,5.53,Healthy
19.42,70.59,499.98,97,53,77,3.68,Healthy
22.46,68.29,143.84,74,78,109,3.48,Non-Healthy
20.35,89.84,120.49,84,87,41,4.33,Non-Healthy
25.79,91.83,634.5,65,54,80,3.37,Healthy
22.45,72.15,679.31,110,71,122,2.36,Non-Healthy
31.41,82.14,645.26,69,101,82,5.83,Non-Healthy
31.52,66.16,244.97,87,106,125,6.56,Non-Healthy
26.68,87.64,557.7,86,85,104,5.55,Healthy
26.64,90.84,384.75,75,82,120,5.36,Non-Healthy
31.8,71.15,161.15,95,62,81,3.54,Non-Healthy
30.42,82.85,581.09,73,67,79,5.58,Healthy
28.71,90.67,588.74,70,51,135,6.08,Healthy
22.39,60.54,538.75,71,94,128,3.55,Healthy
23.12,89.95,698.0,95,69,67,2.95,Non-Healthy
20.82,80.02,695.43,74,77,117,4.92,Non-Healthy
24.82,74.49,224.06,110,92,68,2.16,Non-Healthy
31.87,78.29,581.34,60,72,98,6.62,Non-Healthy
30.77,88.84,502.7,69,86,137,4.39,Non-Healthy
19.66,85.27,541.35,110,99,105,2.86,Non-Healthy
18.35,77.54,694.72,105,46,62,6.31,Healthy
30.58,77.07,605.24,61,65,117,4.51,Non-Healthy
25.52,91.47,347.08,64,71,54,3.68,Non-Healthy
20.8,68.13,663.73,85,53,129,2.15,Healthy
27.43,63.35,627.6,87,91,72,5.31,Non-Healthy
27.02,83.75,529.62,113,64,110,4.06,Healthy
19.71,84.58,663.44,113,98,57,5.8,Healthy
21.63,79.89,388.11,96,62,79,4.31,Healthy
18.84,69.19,533.69,79,68,44,3.97,Healthy
20.94,70.36,122.37,73,92,66,5.72,Healthy
19.85,81.6,449.78,84,65,134,2.55,Healthy
20.71,69.55,539.74,109,60,48,6.72,Healthy
27.6,77.49,342.15,107,107,54,4.01,Healthy
18.69,71.62,623.39,80,53,96,3.04,Healthy
19.43,77.87,401.34,60,40,130,5.62,Healthy
19.88,68.03,283.88,92,58,57,5.05,Healthy
22.43,66.93,438.68,100,81,124,4.22,Healthy
22.18,85.69,645.2,90,40,68,2.27,Non-Healthy
21.57,73.5,515.82,94,73,83,5.02,Healthy
28.51,68.14,671.05,97,70,43,4.77,Non-Healthy
31.97,90.04,379.62,96,43,104,6.44,Healthy
25.48,74.06,501.92,101,75,52,3.93,Healthy
31.22,64.06,484.47,106,66,123,4.92,Non-Healthy
23.55,84.78,258.69,96,84,102,4.45,Healthy
19.49,69.8,551.85,94,86,95,5.9,Healthy
23.72,79.78,159.44,76,43,103,2.84,Healthy
22.15,81.83,453.57,96,99,98,5.71,Healthy
24.91,93.69,223.25,115,104,124,5.41,Non-Healthy
27.2,66.69,229.24,65,41,49,4.92,Healthy
24.45,69.95,688.3,85,47,80,3.78,Healthy
31.09,92.63,343.02,116,71,89,5.25,Non-Healthy
30.39,85.14,421.37,109,107,107,4.49,Non-Healthy
27.83,75.73,505.77,61,94,135,6.49,Healthy
24.86,85.72,409.01,82,48,53,2.64,Healthy
19.84,74.47,541.01,83,40,127,6.44,Healthy
23.56,74.35,135.1,72,63,58,2.44,Non-Healthy
27.86,65.47,512.49,68,64,100,2.28,Healthy
21.99,78.27,308.15,117,77,111,4.97,Healthy
19.46,69.19,630.03,96,84,84,4.11,Non-Healthy
30.71,82.18,203.18,82,54,88,6.65,Healthy
27.93,73.95,137.77,102,101,83,2.02,Non-Healthy
26.61,89.88,155.35,109,71,126,5.12,Non-Healthy
29.09,87.0,422.87,88,49,95,4.6,Healthy
29.7,65.18,244.84,66,54,83,5.48,Non-Healthy
24.77,80.69,556.84,74,71,92,6.09,Healthy
30.34,84.98,152.21,107,69,93,2.28,Non-Healthy
30.83,78.01,256.2,111,90,62,6.28,Healthy
21.8,63.99,601.54,88,53,106,6.09,Healthy
26.51,77.61,146.47,113,59,94,5.51,Healthy
25.37,75.15,576.82,73,88,109,2.29,Healthy
25.53,71.4,184.82,94,70,119,5.03,Non-Healthy
31.13,80.39,608.8,113,55,47,5.25,Non-Healthy
22.27,71.37,574.74,66,80,137,6.13,Healthy
31.77,68.24,246.88,90,51,130,3.36,Non-Healthy
30.63,85.76,353.14,70,104,62,6.72,Non-Healthy
24.42,67.47,385.64,60,104,74,6.64,Healthy
29.44,88.19,348.39,116,79,132,3.97,Non-Healthy
28.77,94.27,242.4,67,98,44,3.85,Non-Healthy
27.49,75.44,251.17,62,87,95,6.08,Healthy
22.48,88.43,520.6,86,45,113,3.31,Healthy
20.75,65.89,207.9,76,108,120,2.26,Non-Healthy
27.4,87.91,283.55,97,80,100,3.22,Non-Healthy
29.8,93.69,156.55,62,66,66,6.08,Non-Healthy
18.23,78.1,246.5,105,58,77,6.45,Healthy
27.0,68.95,141.93,91,49,85,5.14,Healthy
24.2,65.63,525.04,112,97,108,3.32,Healthy
30.57,92.08,354.57,63,41,51,3.53,Non-Healthy
22.5,71.36,339.05,97,95,101,2.56,Healthy
24.64,77.4,401.67,61,86,58,2.75,Healthy
25.21,75.17,271.55,107,99,136,4.56,Healthy
19.97,75.23,328.99,97,83,127,6.11,Healthy
27.98,86.78,462.76,118,96,56,4.16,Non-Healthy
29.63,92.73,250.22,73,92,53,3.93,Non-Healthy
18.81,82.29,387.94,65,109,43,3.92,Healthy
22.08,93.5,453.46,78,67,52,2.54,Healthy
18.53,66.67,200.09,107,69,89,4.81,Non-Healthy
31.39,79.74,298.04,93,82,111,6.34,Healthy
27.34,83.99,440.28,83,65,132,3.92,Healthy
31.5,85.02,352.73,112,93,66,6.26,Non-Healthy
25.44,86.45,535.28,94,77,131,4.51,Non-Healthy
29.23,71.66,254.17,102,60,48,3.44,Healthy
23.24,90.88,393.02,61,95,69,4.43,Non-Healthy
22.95,64.61,596.21,110,105,97,6.38,Healthy
23.3,69.75,202.81,107,54,99,2.88,Healthy
27.21,76.4,639.06,90,70,88,3.57,Non-Healthy
23.03,80.72,379.4,80,108,55,5.83,Healthy
30.61,70.33,398.31,84,96,137,2.6,Non-Healthy
31.77,91.77,488.83,75,61,46,6.82,Non-Healthy
18.43,75.81,434.26,60,109,111,5.38,Non-Healthy
20.71,63.51,597.49,79,101,111,2.58,Healthy
19.57,88.67,228.25,64,90,76,6.54,Non-Healthy
18.59,93.79,195.34,68,72,60,5.09,Non-Healthy
21.19,72.12,272.82,62,90,80,6.62,Healthy
24.26,79.41,698.73,87,105,88,6.29,Healthy
29.72,80.41,177.34,61,73,124,6.8,Non-Healthy
21.11,88.06,427.66,95,102,73,5.62,Healthy
24.92,65.31,568.56,88,65,75,2.74,Healthy
31.01,89.44,602.91,104,101,126,4.74,Non-Healthy
27.34,85.26,675.31,99,61,98,2.84,Non-Healthy
29.17,61.22,697.2,76,94,53,2.34,Non-Healthy
25.71,79.84,440.31,99,81,86,2.22,Healthy
31.73,60.98,259.66,113,74,107,4.15,Healthy
26.24,77.38,421.54,102,59,114,4.73,Healthy
18.64,80.98,546.9,109,86,72,4.26,Healthy
20.77,82.22,396.47,65,67,40,6.99,Healthy
23.67,92.44,277.94,61,52,48,6.31,Healthy
26.42,70.4,596.81,102,76,102,3.42,Healthy
28.81,89.56,600.89,89,109,75,2.68,Non-Healthy
23.78,75.83,439.38,75,75,106,6.46,Healthy
27.94,83.34,468.9,110,45,50,3.41,Healthy
29.06,88.28,417.85,89,70,88,3.02,Non-Healthy
22.44,85.34,573.64,86,105,71,2.91,Non-Healthy
31.71,87.84,634.51,94,43,85,2.51,Non-Healthy
27.1,82.26,121.17,112,90,123,2.15,Non-Healthy
30.33,88.03,684.7,110,94,102,4.07,Non-Healthy
25.78,91.82,319.59,81,73,123,6.43,Healthy
28.38,91.65,351.49,80,83,139,6.86,Healthy
28.79,71.48,333.26,115,57,46,6.86,Healthy
30.72,94.02,609.73,86,92,96,2.88,Non-Healthy
20.1,62.02,547.34,97,69,123,2.2,Healthy
25.82,81.57,223.77,84,100,99,2.73,Non-Healthy
24.0,77.33,356.69,89,82,100,5.99,Healthy
30.92,68.07,121.58,109,106,121,2.92,Non-Healthy
19.47,78.73,585.81,112,53,102,2.95,Healthy
31.76,62.31,257.04,90,87,66,4.48,Non-Healthy
30.26,79.38,168.15,76,54,42,6.13,Non-Healthy
19.03,89.91,503.25,72,107,128,2.84,Non-Healthy
24.87,64.93,247.08,103,83,129,3.57,Non-Healthy
28.05,71.39,438.42,71,55,80,5.3,Healthy
28.33,82.09,213.5,78,57,124,2.75,Healthy
30.69,72.58,578.26,98,45,114,5.26,Healthy
29.2,74.53,689.54,94,79,91,5.7,Non-Healthy
22.35,71.85,182.35,79,88,58,6.5,Healthy
24.98,76.89,608.02,69,105,101,5.72,Healthy
27.83,73.06,404.08,92,57,111,3.68,Healthy
19.94,65.05,149.82,72,45,44,4.7,Healthy
20.72,66.96,422.36,103,82,73,5.46,Healthy
24.73,62.77,399.52,78,62,47,3.32,Healthy
22.18,76.37,637.02,63,87,81,3.61,Non-Healthy
30.08,89.59,317.43,103,55,42,6.51,Non-Healthy
26.21,63.17,559.35,106,53,102,5.12,Healthy
22.88,83.06,196.74,112,45,82,6.01,Healthy
29.88,74.71,345.33,64,65,68,2.2,Non-Healthy
29.27,90.5,432.83,71,52,65,6.35,Healthy
31.98,72.72,225.28,64,60,96,3.99,Non-Healthy
29.86,84.31,234.71,83,67,65,4.8,Non-Healthy
23.8,73.97,262.3,117,68,126,2.2,Healthy
19.78,78.97,550.82,85,105,89,6.87,Healthy
29.77,87.12,667.22,105,62,93,6.5,Non-Healthy
18.84,93.87,193.75,86,66,133,5.57,Non-Healthy
22.9,64.72,437.81,61,88,102,5.78,Healthy
30.88,78.52,205.32,66,82,130,4.09,Non-Healthy
31.45,64.63,151.47,81,43,102,2.15,Non-Healthy
26.97,61.07,142.89,80,61,101,4.44,Non-Healthy
27.64,86.18,368.77,90,104,101,4.12,Non-Healthy
18.59,94.41,366.69,95,44,128,3.98,Healthy
25.2,80.84,505.23,90,75,59,2.13,Healthy
25.66,62.54,346.16,68,101,136,2.88,Healthy
22.76,62.16,253.24,116,94,81,5.42,Healthy
18.96,71.01,175.86,71,106,63,6.0,Healthy
21.2,73.33,451.27,96,70,93,4.55,Healthy
23.01,60.14,246.06,110,88,52,4.63,Non-Healthy
24.09,89.49,338.75,62,48,136,3.0,Healthy
26.27,76.4,130.17,103,56,118,2.21,Healthy
28.11,94.85,264.44,75,70,81,6.53,Healthy
22.45,90.95,497.58,106,107,89,5.31,Non-Healthy
22.61,77.53,191.42,69,63,68,5.07,Non-Healthy
18.28,81.95,503.59,68,87,96,2.51,Healthy
18.57,71.01,619.04,63,51,79,6.68,Healthy
21.61,70.62,624.23,80,85,129,6.29,Healthy
28.36,64.56,211.29,85,76,113,2.02,Non-Healthy
26.8,79.09,391.05,113,68,116,4.83,Healthy
28.78,62.86,638.85,60,81,53,6.75,Healthy
28.76,75.64,543.36,69,47,77,6.28,Healthy
29.99,71.26,622.5,110,100,131,6.6,Non-Healthy
28.08,87.67,344.4,64,93,112,4.41,Non-Healthy
31.71,73.35,409.43,66,73,81,4.98,Non-Healthy
30.58,91.55,639.17,70,86,102,6.64,Non-Healthy
26.21,66.63,368.83,70,57,80,5.88,Healthy
26.23,92.57,508.7,92,45,73,4.06,Healthy
18.48,80.77,366.26,110,81,40,3.66,Healthy
31.98,64.21,530.64,99,98,55,3.36,Non-Healthy
19.84,77.58,475.67,63,48,78,3.47,Healthy
28.36,69.38,376.13,81,68,75,3.41,Healthy
29.49,86.22,438.43,79,70,59,5.22,Non-Healthy
23.22,82.8,466.93,73,40,78,4.79,Healthy
20.76,62.2,629.85,81,80,137,2.84,Healthy
19.38,74.61,512.59,112,65,117,2.09,Healthy
28.48,91.05,533.98,68,79,76,3.14,Non-Healthy
24.34,74.27,682.56,70,46,104,2.73,Healthy
27.99,86.03,159.24,118,43,80,3.06,Non-Healthy
30.82,63.97,228.82,102,84,50,4.68,Non-Healthy
20.05,90.34,304.51,89,78,79,6.67,Healthy
30.87,77.59,668.72,89,82,58,5.76,Non-Healthy
23.76,93.17,252.56,99,102,84,5.81,Healthy
22.27,78.81,447.75,62,63,78,4.14,Healthy
31.2,86.92,188.3,60,44,43,6.41,Non-Healthy
31.87,94.02,276.99,72,106,139,5.72,Non-Healthy
20.78,85.53,280.14,118,84,118,6.25,Non-Healthy
27.2,80.2,530.91,72,97,122,4.9,Healthy
19.49,72.83,183.12,70,103,121,2.02,Non-Healthy
27.11,61.49,559.05,76,67,45,5.88,Healthy
29.58,75.14,296.06,98,41,113,3.49,Healthy
27.58,74.44,545.41,85,86,91,4.02,Healthy
23.84,88.81,332.61,87,95,119,2.09,Non-Healthy
23.36,66.62,367.31,89,60,114,6.79,Healthy
23.5,85.99,192.98,61,48,78,3.87,Non-Healthy
26.26,61.31,181.97,108,56,70,3.88,Healthy
30.34,91.02,434.27,65,61,45,2.75,Non-Healthy
31.01,83.38,489.5,88,74,115,4.1,Non-Healthy
18.75,74.79,173.44,78,77,62,5.95,Healthy
20.54,69.29,200.87,88,43,127,5.97,Healthy
19.57,66.45,138.82,62,51,65,6.14,Healthy
20.71,80.5,214.2,73,40,61,5.74,Healthy
22.85,74.36,249.09,78,69,111,2.89,Non-Healthy
25.09,86.01,520.61,63,91,89,3.04,Non-Healthy
26.81,91.74,157.82,72,62,57,3.5,Non-Healthy
28.25,70.35,518.7,81,66,134,5.63,Healthy
30.46,82.75,355.15,69,93,114,5.88,Healthy
31.85,74.8,202.91,89,69,41,5.11,Non-Healthy
27.28,61.5,689.75,83,79,113,3.67,Non-Healthy
29.84,81.54,412.48,93,95,48,4.82,Non-Healthy
28.89,72.73,290.63,68,47,45,5.16,Healthy
22.31,60.48,152.19,67,107,114,2.44,Non-Healthy
30.26,76.53,302.31,89,84,133,3.92,Non-Healthy
18.6,63.21,475.22,69,47,86,5.97,Healthy
18.01,81.99,262.55,111,53,96,5.79,Healthy
21.83,78.43,450.16,108,106,99,2.82,Healthy
24.47,77.51,281.4,111,46,72,4.41,Healthy
26.94,92.79,145.78,91,47,137,4.22,Non-Healthy
19.42,90.81,359.64,87,45,53,6.77,Healthy
27.42,84.99,326.84,117,84,61,4.15,Healthy
29.23,80.21,262.62,106,76,66,4.83,Non-Healthy
20.59,68.83,426.8,96,73,48,4.83,Healthy
23.81,60.29,345.98,109,93,69,6.07,Healthy
25.28,64.19,670.97,71,65,98,6.98,Healthy
24.33,71.21,480.31,106,52,106,2.33,Healthy
29.2,66.89,327.73,66,95,63,5.95,Healthy
31.45,79.95,244.32,89,84,42,3.56,Non-Healthy
29.19,78.72,505.77,69,41,125,5.8,Healthy
19.09,73.64,653.67,74,100,99,3.27,Non-Healthy
29.27,88.02,483.73,112,82,131,2.67,Non-Healthy
18.93,85.59,601.05,90,93,65,4.36,Non-Healthy
21.3,84.08,516.85,114,58,104,3.33,Healthy
20.14,77.59,669.37,119,107,59,3.65,Non-Healthy
20.77,61.52,356.18,85,42,43,2.4,Healthy
25.4,74.98,568.18,64,78,85,3.59,Healthy
27.4,77.47,415.33,85,48,139,5.4,Healthy
24.58,75.67,148.71,77,108,106,2.34,Non-Healthy
31.44,60.16,127.69,79,82,107,2.47,Non-Healthy
21.36,82.84,366.57,107,70,105,2.44,Healthy
28.68,69.01,502.79,103,57,113,4.96,Healthy
30.18,61.56,620.7,105,102,136,5.24,Non-Healthy
25.87,77.62,138.92,76,108,93,2.99,Non-Healthy
24.39,92.22,666.27,92,62,130,3.82,Non-Healthy
26.35,61.03,633.16,83,86,43,2.22,Non-Healthy
24.0,60.48,626.7,93,46,103,5.84,Healthy
25.77,80.57,492.75,100,65,71,3.43,Healthy
23.84,79.0,390.66,83,96,78,2.63,Healthy
23.61,60.55,586.32,78,100,68,2.66,Healthy
27.73,63.61,239.58,105,109,44,5.94,Healthy
19.3,89.27,289.53,105,100,90,3.1,Non-Healthy
20.33,75.84,220.16,93,82,103,2.31,Non-Healthy
29.92,64.35,698.83,96,46,49,6.17,Healthy
28.8,65.46,231.47,77,82,80,3.82,Healthy
21.94,81.4,526.44,64,75,56,6.92,Healthy
23.28,71.5,388.0,85,92,118,3.72,Healthy
30.96,60.9,139.31,80,64,130,2.39,Non-Healthy
29.45,82.26,167.13,116,56,135,3.71,Non-Healthy
26.6,61.13,659.07,98,69,123,5.6,Healthy
21.1,63.86,551.83,99,105,86,2.93,Healthy
18.62,65.56,436.69,68,70,124,5.57,Healthy
24.04,65.01,241.49,95,108,115,3.39,Non-Healthy
27.42,86.65,123.69,73,96,89,6.71,Non-Healthy
29.6,63.27,568.14,113,96,50,5.52,Healthy
29.94,65.2,301.13,98,59,61,2.95,Healthy
18.46,75.65,244.14,83,97,111,4.21,Non-Healthy
21.42,64.9,219.94,86,90,84,5.76,Healthy
22.75,86.14,589.1,68,91,40,5.43,Non-Healthy
20.64,77.07,479.97,79,42,118,2.91,Healthy
29.24,90.79,491.95,92,85,85,6.98,Non-Healthy
28.74,61.33,656.75,113,69,115,5.04,Non-Healthy
25.24,89.93,637.24,64,53,88,4.66,Non-Healthy
31.76,65.38,514.67,93,42,112,5.52,Healthy
20.02,92.4,677.4,83,84,95,3.16,Non-Healthy
30.6,71.41,252.8,109,41,68,3.92,Non-Healthy
19.63,77.88,131.37,99,88,118,3.96,Non-Healthy
20.28,60.83,654.59,80,55,127,2.79,Healthy
27.75,85.52,273.31,76,108,91,6.87,Healthy
19.53,67.48,684.4,100,90,106,4.54,Non-Healthy
25.92,92.08,249.94,91,102,94,6.72,Non-Healthy
23.88,83.16,281.51,117,62,77,3.63,Non-Healthy
28.2,69.93,647.48,115,60,99,4.83,Healthy
30.61,69.13,591.34,75,74,99,5.28,Non-Healthy
28.78,65.97,176.49,95,106,96,6.8,Healthy
29.9,88.07,453.77,117,71,99,3.87,Non-Healthy
18.46,75.35,211.5,64,43,52,2.65,Healthy
22.34,69.69,161.57,74,45,88,2.98,Healthy
25.22,93.35,475.18,64,103,79,2.95,Non-Healthy
23.82,88.08,165.27,111,84,46,5.08,Non-Healthy
21.24,80.52,393.7,92,82,52,6.96,Healthy
22.31,88.09,476.42,63,51,78,3.39,Healthy
31.24,64.2,664.68,99,41,52,4.49,Non-Healthy
22.12,83.53,654.34,113,64,43,5.38,Non-Healthy
